ABC‐boek | ABC-book
loog | lye
loogachtig | alkaline
loogzout | alkali
looien | tan
looistof | tannin
looizuur | tannin
look | leek
loon | compensation
loop | current
loopbaan | career
loopgraaf | trench
loopjongen | errand‐boy
loopplank | gangway
loopvlak | tiretread
loot | child
loper | courier
lor | rag
lord | lord
lork | larch
lorkeboom | larch
los | apart
losbarsten | explode
losbinden | untie
losbranden | discharge
losbreken | break
loshaken | unhook
losheid | abandonment
loskopen | ransom
loslaten | allow
losmaken | untie
lossing | acquittal
lot | destiny
loterĳ | lottery
lotsbestemming | destiny
lotus | lotus
louter | mere
louteren | clean
louwmaand | January
loven | commend
loyaal | faithful
loyaliteit | adherence
lucht‐ | aerial
luchtaanval | airraid
luchtacrobatiek | aerobatics
luchtafweer | air‐defence
luchtafweergeschut | ack‐ack
luchtballon | balloon
luchtband | tyre
luchtbed | airbed
luchtbel | bubble
luchtbrug | airbridge
luchtbuks | airgun
luchtbus | airbus
luchtdicht | airtight
luchtdoelgeschut | ack‐ack
luchtdruk | air‐pressure
luchtdrukgeweer | airgun
luchtdrukrem | airbrake
luchten | aerate
luchter | chandelier
luchteskader | air‐squadron
luchtfilter | air‐filter
luchtfoto | airview
luchtgeest | elf
luchtgekoeld | air‐cooled
luchthartig | flighty
luchthaven | airport
luchthavenbelasting | airporttax
luchtje | odor
luchtklep | air‐valve
luchtkussen | aircushion
luchtledig | airless
luchtledige ruimte | vacuum
luchtlĳn | airline
luchtmacht | airforce
luchtmachtbasis | airbase
luchtpomp | airpump
luchtpost | airmail
luchtpostblad | aerogramme
luchtpostbrief | airletter
luchtpostzegel | air‐mailstamp
luchtpĳp | innertube
luchtrooster | air‐grid
luchtruim | airspace
luchtschip | airship
luchtschipper | aeronaut
luchtschroef | airscrew
luchtsluis | airlock
luchtsnelheid | airspeed
luchtspiegeling | mirage
luchtstrĳdkrachten | airforce
luchtvaarder | aeronaut
luchtvaartkunde | aeronautics
luchtverdediging | air‐defence
luchtverkeersleider | air‐trafficcontroller
luchtverkeersleiding | air‐trafficcontrol
luchtverontreiniging | air‐pollution
luchtvloot | air‐fleet
luchtvracht | air‐freight
luchtwaardig | airworthy
luchtweerstand | air‐resistance
luchtweg | airway
luchtzak | airpocket
luchtziek | airsick
luchtziekte | airsickness
luchvaart | aeronautics
lucifer | match
luguber | gaunt
luiaard | ai
luiden | peal
luidruchtig | noisy
luier | swaddlingcloth
luifel | penthouse
luiheid | laziness
luimig | cheerful
luis | louse
luister | pomp
luisteraar | listener
luisteren | listen
luisterrĳk | resplendant
luistervink spelen | eavesdrop
luit | lute
luitenant | lieutenant
luizig | insignificant
lul | cock
lumineus | bright
lunair | lunar
lunch | lunch
luns | pivot
lupine | lupine
lurken | suck
lust | desire
lusteloosheid | apathy
lustig | cheerful
lustopwekkend middel | aphrodisiac
lutecium | lutetium
luttel | diminutive
luur | swaddlingcloth
luwen | abate
lux | luxury
luxe | luxury
luxeartikel | luxury
luxueus | deluxe
lyceum | lyceum
lynx | lynx
lĳden | abide
lĳdend aan | affectedwith
lĳdend voorwerp | article
lĳden aan | sufferfrom
lĳdzaam | patient
lĳdzaamheid | patience
lĳf | body
lĳfeigenschap | serfdom
lĳfelĳk | bodily
lĳfspreuk | motto
lĳfwacht | guard
lĳk | cadaver
lĳken | besimilar
lĳken op | besimilar
lĳkschouwing | autopsy
lĳkverbranding | cremation
lĳm | glue
lĳmen | glue
lĳnolie | lineseedoil
lĳnpiloot | airline‐pilot
lĳntje | cord
lĳntoestel | airliner
lĳnvliegtuig | airliner
lĳnwaad | linen
lĳst | cadre
lĳster | thrush
lĳsterbes | mountain‐ashberry
lĳsterbessestruik | mountain‐ash
lĳvig | bold
lĳvigheid | thickness
ma | mam
maag | stomach
maagbrand | heartburn
maagd | virgin
maagdelĳk | virgin
maagdenpalm | periwinkle
maagpĳn | stomachache
maagsap | gastricjuice
maaien | cut
maakbaar | achievable
maal | occasion
maaltĳd | meal
maan | moon
maanbrief | dunning‐letter
maand‐ | monthly
maand | month
maandag | Monday
maandelĳks | monthly
maar | exclusively
maart | March
maar één | justone
maas | loop
maat | buddy
maatregel | accommodation
maatschappelĳk | social
maatschappĳleer | sociology
macaber | macabre
macaroni | macaroni
mach | mach
machinatie | plot
machine | engine
machinerie | action
machinerieën | machinery
machineschrĳven | type
macht | force
machtig | powerful
machtigen | authorize
machtiging | authorization
machtig zĳn | bemasterof
madeliefje | daisy
maf | drowsy
maffen | beasleep
magazine | magazine
mager | gaunt
magie | magic
magisch | magical
magister | master
magneet | magnet
magnesium | magnesium
magnetisch | magnetic
magnetiseren | magnetize
magnetisme | magnetism
magnetofoon | tape‐recorder
magnifiek | lovely
mais | corn
majestueus | majestic
majoor | major
majoraan | majoram
majuskel | capitalletter
make‐up | makeup
makelaar | broker
makelaardĳ | broker
makelen | actasamiddleman
makkelĳk | easy
makker | buddy
makreel | mackerel
malaria | malaria
malloot | fool
mals | soft
malsheid | mellowness
maluwe | mallow
malva | mallow
mam | breast
mamma | mam
mammie | mam
mana | mana
manager | manager
manchet | cuff
mand | basket
mandarĳn | tangerine
mandarĳntje | tangerine
mandje | smallbasket
manen | admonish
manga | mango
mangaan | manganese
mangaboom | mango‐tree
mangel | absence
mangelwortel | beet
mangisboom | mangosteen
mango | mango
mangoboom | mango‐tree
mangoest | mongoose
manhaftig | brave
manicuren | manicure
manie | addiction
manier | manner
maniertje | affectation
manifest | manifest
manifestatie | demonstration
manifesteren | demonstrate
maniok | cassava
manipuleren | handle
mank | lame
mank lopen | limp
manmoedigheid | virility
manna | manna
mannelĳkheid | virility
mannelĳk exemplaar | male
mannenklooster | monastery
mannetjeseend | drake
mannetjesgans | gander
mannetjeshaas | buck
mannetjeshert | stag
mannetjeskonĳn | buck
mannetjesvarken | boar
manoeuvre | maneuver
manoeuvreren | manoeuvre
manspersoon | fellow
mantel | cloak
mantelkap | cowl
manuscript | manuscript
map | folder
maquette | model
marchanderen | bargain
marcheren | march
marcotteren | layer
mare | fame
maretak | mistletoe
margarine | margarine
marge | margin
margriet | marguerite
marihuana | marijuana
marine | navy
marineblauw | navyblue
marionet | marionette
maritiem | maritime
marjolein | majoram
mark | mark
markies | penthouse
markt | bazaar
marktkoopman | markettrader
marktplaats | bazaar
marktplein | bazaar
marmelade | jam
marmer | marble
mars | walk
martelaar | martyr
martelares | martyr
martelen | agonize
marter | marten
martiaal | military
mascara | mascara
masker | mask
maskerade | masquerade
maskeren | mask
maskering | masquerade
massa | accumulation
massage | massage
masseren | massage
massief | massive
mast | mast
mastiek | putty
masturberen | masturbate
mat‐ | frosted
match | competition
mate | degree
materiaal | data
materialiseren | materialize
materie | matter
mathematica | mathematics
mathematicus | mathematician
mathematisch | mathematical
matig | moderate
matigen | moderate
matigheid | moderation
matras | mattress
matrix | matrix
matrĳs | matrix
matse | matzo
maximum‐ | maximum
maximum | maximum
mazelen | measles
mazzel | luck
maëstro | adept
maïs | corn
me | me
mecanicien | mechanic
mechanica | mechanics
mechanisch | mechanical
mechanisme | action
medaille | medal
mede | also
medebewoner | co‐occupant
mededader | abetter
mededelen | communicate
mededeling | account
mededinger | rival
mededinging | competition
mededogen | compassion
medegevoel | sympathy
medeklinker | consonant
medelĳden | compassion
medelĳden hebben | havecompassionon
medelĳden hebben met | havecompassionon
medemens | fellow‐creature
medeplichtig | accessory
medeplichtige | abetter
medeplichtigheid | abetment
medeschuldig | accessory
medestander | fellow‐thinker
medeweten | knowledge
medicinaal | medical
medicus | doctor
medicĳn | drug
medio | among
medisch | medical
mediteren | meditate
mee | mead
meebrengen | bringalong
meedelen | communicate
meedingen | compete
meedoen | participate
meegaan | gowith
meegaand | accommodating
meegaandheid | manageability
meegeven | endow
meel | flour
meelopen met | accompany
meeloper | opportunist
meemaken | participate
meenemen | bringalong
meer | accidental
meerdere | chief
meerderjarig | adult
meerderjarigheid | majority
meerkat | meercat
meermaals | repeatedly
meer dan | above
meer en meer | increasingly
mees | titmouse
meeslepend | lively
meest | most
meestal | atmost
meesteres | mistress
meester worden | master
meester zĳn | bemasterover
meetellen | beconsidered
meeting | assemblage
meetkunde | geometry
meeuw | seagull
meevoelen | sympathize
meewerken | cooperate
meeëter | acne
megera | shrew
mei | May
meid | girl
meikever | junebug
meisje | bride
meizoentje | daisy
mejuffrouw | Miss
mekaar | eachother
melaatse | leper
melaatsheid | leprosy
melancholie | melancholy
melancholiek | bleak
melde | orache
melden | advertise
melding | account
melk | milk
melken | milk
melkinrichting | dairy
melkpoeder | milk‐powder
melkweg‐ | galactic
melodie | melody
melodieus | tuneful
melodisch | tuneful
melodrama | melodrama
melodramatisch | melodramatic
meloen | melon
memoreren | recall
memoriseren | memorize
men | you
mendelevium | mendelevium
meneer | gentleman
meneer en mevrouw | ladiesandgentlemen
menen | account
mengeling | admixture
mengelmoes | admixture
mengen | blend
menging | admixture
mengsel | admixture
menig | many
menigmaal | frequently
menigte | accumulation
menigvoudig | diverse
menigvuldig | diverse
meningsverschil | disagreement
mennen | direct
menner | manager
mens | man
mensdom | humanrace
menseneter | cannibal
mensenkunde | anthropology
mensheid | humanrace
menslievendheid | charity
mentaal | mental
mentor | counsellor
menu | menu
mep | blow
merel | blackbird
merendeel | majority
merendeels | mostly
merk | mark
merkwaardig | noteworthy
mes | knife
messing | brass
mest | fertilizer
mesten | fertilize
met | at
metaal | metal
metaaldraad | wire
metaalfabriek | factory
metaalmengsel | alloy
metafoor | metaphor
metalen | metal
metamorfose | metamorphosis
meteen | atonce
meteorologie | meteorology
meter | metre
metgezel | accompanist
methode | method
methodisch | methodical
methodist | Methodist
methodistisch | Methodist
meting | measurement
metriek | metric
metro | subway
metropoliet | archbishop
metropolis | metropolis
metropolitaan | archbishop
metropool | metropolis
metrum | metre
metselaar | mason
metselen | build
metselkalk | morter
metselwerk | masonry
metterdaad | absolutely
met aandacht | attentively
met algemene stemmen | withoneaccord
met balsem bestrĳken | embalm
met betrekking tot | asto
met de aarde verbinden | earth
met de klok mee | clockwise
met de zweep geven | whip
met een band omgeven | tape
met een gewoonte breken | breakoneselfofahabit
met een ladder beklimmen | scale
met een schone lei beginnen | resume
met een stok slaan | flog
met elkaar vechten | beatloggerheads
met geen mogelĳkheid | impossibly
met gemak | easily
met genoegen | willingly
met geweld | byforce
met goed gevolg | successfully
met gom bestrĳken | erase
met inbegrip van | including
met ingang van | from
met lucht gevuld | aerial
met mate | modestly
met moeite | witheffort
met nadruk zeggen | accent
met nieuwsgierigheid | inquisitively
met opzet | deliberately
met overgave | devotedly
met rĳp bedekt | frosted
met sneeuwballen gooien | throwsnowballs
met spoed | urgently
met succes | successfully
met tegenzin | againstone'swill
met tussenpozen werken | occurintermittently
met uitzondering van | withtheexceptionof
met zorg | carefully
met zĳn tienen | bytens
met zĳn tweeën | bytwos
met zĳn vieren | byfours
meubel | pieceoffurniture
meubels | furniture
meubilair | furniture
meubileren | furnish
mezelf | myself
mica | mica
microbe | germ
microfilm | microfilm
microfoon | microphone
micrometer | micrometre
microscoop | microscope
middageten | dinner
middagmaal | dinner
middel | agent
middelbaar | average
middellĳn | diameter
middelmaat | average
middelpunt | centre
middelste | central
midden | among
middenin | among
middenweg | accommodation
middernacht | midnight
mier | ant
miereneter | ant‐eater
mierik | horse‐radish
mierikswortel | horse‐radish
migrerend | migrant
mik | bread
mikken | aim
mikken op | aim
mikpunt | article
mild | gentle
mildheid | balminess
milicien | recruit
milieu | environment
militant | truculent
miljoen | million
miljonair | millionaire
millibar | millibar
millimeter | millimetre
min | affection
minachting | contempt
minder | fewer
mindere | subordinate
minderen | decrease
minderheid | minority
minderheids‐ | minority
minderjarig | underage
minderjarigheid | minority
minderwaardig | inferior
minder belangrĳk | incidental
minder en minder | lessandless
minder worden | decrease
mineraal | mineral
minimum | minimum
minister‐president | premier
minister | minister
ministerieel | ministerial
minnaar | lover
minnares | lover
minoriteit | minority
minpunt | disadvantage
minst | fewest
minste | least
minstens | atleast
minteken | minussign
minus | minus
minuskel | lowercaseletter
minuskuul | tiny
minutieus | accurate
minuut | minute
miraculeus | miraculous
mirakel | miracle
mirre | myrrh
mis | incorrect
misbruik | abuse
misbruiken | abuse
misbruik maken van | abuse
misdaad | crime
misdadig | criminal
misdadiger | criminal
misdrĳf | crime
miserabel | abject
misgaan | abort
misgewaad | alb
misgrĳpen | miss
misgunnen | envy
mishandeling | abuse
miskelk | chalice
miskraam | abortion
misleiden | cheat
misleidend | deceptive
misleiding | swindle
mislopen | miss
mislukken | bebankrupt
mislukking | abortion
mislukt | abortive
mismaakt | deformed
misnoegd | discontented
misnoegen | discontent
misplaatst | notfitting
misrekenen | miscalculate
misschien | maybe
misselĳk | abhorrent
misselĳkheid | disgust
misselĳk zĳn | benauseated
missie | mission
missionaris | missionary
missive | letter
misstand | abuse
mist | fog
mistig | fuzzy
mistroostig | bleak
mistroostigheid | grief
misvatten | misunderstand
misverstand | misunderstanding
misvormd | deformed
misère | misery
mitsgaders | togetherwith
mixen | blend
mnemonisch | mnemonic
mobiel | mobile
mobiliseren | mobilize
modder | mud
modderen | botch
mode‐ | fashionable
mode | fashion
model | model
modem | modem
modemaakster | milliner
modepop | dandy
modern | modern
moderniseren | modernize
modieus | fashionable
modificeren | modify
modiste | milliner
modus | fashion
moe | tired
moed | courage
moeder | mother
moederkoek | afterbirth
moederland | metropolis
moederschip | aircraft‐carrier
moedig | brave
moeilĳk | difficult
moeilĳkheid | difficulty
moeite | attempt
moeite doen | aim
moeizaam | witheffort
moeras | marsh
moerbei | mulberry‐tree
moerbeiboom | mulberry‐tree
moersleutel | adjustablewrench
moervos | vixen
moes | gruel
moet | blot
moeten | need
mof | electricsocket
mogelĳkerwĳs | maybe
mogelĳkheid | possibility
mogelĳk zĳn | bepossible
mogen | beallowedto
mogendheid | power
mohammedaan | Mohammedan
mohammedanisme | Islam
molecuul | molecule
molen | mill
molenaar | miller
molteken | flat
molybdeen | molybdenum
mom | mask
mombakkes | mask
moment | instant
mompelen | murmur
mond | aperture
mondharmonika | harmonica
mondig | adult
monding | mouth
mondvol | morsel
monetaire unie | monetaryunion
monnik | monk
monnikskap | aconite
monocle | monocle
monogamie | monogamy
monoloog | monologue
monopolie | monopoly
monotoon | monotonous
monseigneur | monsignor
monsterachtig | monstrous
monsterachtigheid | monstrosity
monsterboek | samplebook
monsterflesje | sample‐bottle
monsterkaart | sample‐card
monsterlĳk | monstrous
monsterrol | muster‐roll
monstrans | monstrance
montage | assemblage
montagebouw | prefabrication
montagefoto | photomontage
montagehal | assemblyhall
montagewerkplaats | assemblyroom
montagewoning | prefabricatedhouse
montbretia | montbretia
monter | cheerful
monteren | fit
monteur | assembler
montuur | setting
monument | monument
monumentaal | monumental
mooi | beautiful
mooier worden | growmorebeautiful
mooiprater | coaxer
moord | murder
moorddadig | deadly
moordenaar | murderer
moordenares | murderess
moordlust | bloodthirstiness
moordlustig | bloodthirsty
